DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,COICOP_REV_ISTAT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_COICOP_REV_ISTAT,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-06,136.5,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-07,136.5,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-08,136.9,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-09,136.6,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-10,136.6,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-11,136.8,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2009-12,137.1,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-01,137.3,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-02,137.4,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-03,137.7,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-04,138.2,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-05,138.3,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-06,138.3,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-07,138.8,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-08,139.1,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-09,138.7,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-10,139.1,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-11,139.2,,,,,,,,,,
IT1:144_110_DF_DCSP_FOI1_1(1.0),M,IT,4,4,00,2010-12,139.7,,,,,,,,,,
