"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2023","1,064.16","1,057.88","1,066.18","1,056.42","","0.67%"
"03/30/2023","1,057.09","1,046.94","1,058.73","1,046.94","","1.07%"
"03/29/2023","1,045.86","1,033.05","1,045.94","1,033.05","","1.31%"
"03/28/2023","1,032.36","1,034.42","1,040.99","1,029.95","","-0.06%"
"03/27/2023","1,032.95","1,023.89","1,036.51","1,023.89","","1.06%"
"03/24/2023","1,022.11","1,034.31","1,034.31","1,015.07","","-1.33%"
"03/23/2023","1,035.89","1,035.40","1,037.79","1,027.27","","-0.18%"
"03/22/2023","1,037.77","1,037.14","1,041.76","1,034.27","","0.17%"
"03/21/2023","1,036.02","1,025.29","1,040.89","1,025.29","","1.33%"
"03/20/2023","1,022.39","1,009.52","1,026.39","992.62","","0.99%"
"03/17/2023","1,012.39","1,028.23","1,036.99","1,008.47","","-1.20%"
"03/16/2023","1,024.70","1,015.04","1,027.26","1,006.82","","1.27%"
"03/15/2023","1,011.87","1,041.39","1,041.39","1,010.19","","-2.91%"
"03/14/2023","1,042.25","1,028.17","1,043.89","1,023.82","","1.53%"
"03/13/2023","1,026.56","1,051.09","1,051.09","1,020.74","","-2.41%"
"03/10/2023","1,051.95","1,060.75","1,060.75","1,046.02","","-1.35%"
"03/09/2023","1,066.37","1,067.26","1,068.73","1,060.84","","-0.15%"
"03/08/2023","1,067.94","1,065.29","1,069.19","1,063.24","","0.09%"
"03/07/2023","1,067.01","1,075.22","1,078.68","1,066.81","","-0.77%"
"03/06/2023","1,075.30","1,077.51","1,079.40","1,072.32","","-0.02%"
"03/03/2023","1,075.49","1,068.17","1,076.20","1,068.17","","0.92%"
"03/02/2023","1,065.65","1,057.68","1,066.05","1,053.09","","0.57%"
"03/01/2023","1,059.65","1,066.25","1,071.36","1,058.12","","-0.74%"
"02/28/2023","1,067.54","1,068.84","1,072.86","1,065.11","","-0.32%"
"02/27/2023","1,070.93","1,061.36","1,074.74","1,061.36","","1.07%"
"02/24/2023","1,059.63","1,071.77","1,075.61","1,058.99","","-1.04%"
"02/23/2023","1,070.75","1,070.41","1,076.39","1,070.39","","0.12%"
"02/22/2023","1,069.49","1,072.07","1,072.07","1,061.96","","-0.33%"
"02/21/2023","1,073.07","1,074.02","1,075.44","1,064.03","","-0.19%"
"02/20/2023","1,075.08","1,076.25","1,077.68","1,072.58","","0.08%"
"02/17/2023","1,074.27","1,072.28","1,076.83","1,063.30","","-0.20%"
"02/16/2023","1,076.41","1,077.13","1,082.47","1,070.21","","0.23%"
"02/15/2023","1,073.98","1,067.04","1,075.17","1,065.39","","0.43%"
"02/14/2023","1,069.43","1,069.73","1,078.02","1,067.49","","0.08%"
"02/13/2023","1,068.59","1,059.80","1,068.76","1,059.80","","0.90%"
"02/10/2023","1,059.02","1,066.11","1,066.11","1,052.82","","-0.93%"
"02/09/2023","1,068.99","1,065.72","1,074.78","1,065.72","","0.62%"
"02/08/2023","1,062.38","1,062.58","1,070.01","1,062.27","","0.28%"
"02/07/2023","1,059.46","1,058.54","1,060.72","1,055.99","","0.23%"
"02/06/2023","1,057.06","1,063.99","1,063.99","1,052.64","","-0.78%"
"02/03/2023","1,065.36","1,058.63","1,065.36","1,055.53","","0.34%"
"02/02/2023","1,061.74","1,048.85","1,062.18","1,048.85","","1.35%"
"02/01/2023","1,047.61","1,049.05","1,053.09","1,045.45","","-0.03%"
"01/31/2023","1,047.89","1,049.29","1,049.65","1,039.83","","-0.26%"
"01/30/2023","1,050.62","1,049.61","1,051.45","1,043.40","","-0.17%"
"01/27/2023","1,052.40","1,050.04","1,053.20","1,047.52","","0.26%"
"01/26/2023","1,049.64","1,047.92","1,053.19","1,047.92","","0.42%"
"01/25/2023","1,045.22","1,047.79","1,048.33","1,039.92","","-0.29%"
"01/24/2023","1,048.25","1,052.21","1,054.26","1,044.62","","-0.24%"
"01/23/2023","1,050.82","1,044.74","1,051.81","1,044.74","","0.54%"
"01/20/2023","1,045.20","1,041.87","1,046.05","1,041.42","","0.37%"
"01/19/2023","1,041.32","1,053.18","1,053.18","1,040.13","","-1.54%"
"01/18/2023","1,057.63","1,055.27","1,061.73","1,055.27","","0.24%"
"01/17/2023","1,055.14","1,050.42","1,057.41","1,047.83","","0.40%"
"01/16/2023","1,050.93","1,047.62","1,051.37","1,046.38","","0.47%"
"01/13/2023","1,046.06","1,040.64","1,047.68","1,040.64","","0.52%"
"01/12/2023","1,040.70","1,035.08","1,044.28","1,035.08","","0.63%"
"01/11/2023","1,034.14","1,030.50","1,037.49","1,030.20","","0.38%"
"01/10/2023","1,030.20","1,032.33","1,032.33","1,027.42","","-0.59%"
"01/09/2023","1,036.31","1,029.48","1,037.99","1,029.48","","0.89%"
"01/06/2023","1,027.15","1,016.37","1,027.15","1,014.34","","1.17%"
"01/05/2023","1,015.30","1,015.53","1,019.11","1,012.83","","-0.19%"
"01/04/2023","1,017.26","1,005.39","1,017.62","1,005.39","","1.38%"
"01/03/2023","1,003.38","993.74","1,009.62","993.74","","1.22%"
"01/02/2023","991.29","984.24","992.54","984.24","","0.97%"
"12/30/2022","981.76","993.61","993.61","981.64","","-1.27%"
"12/29/2022","994.38","986.26","994.68","982.26","","0.68%"
"12/28/2022","987.67","990.16","994.72","987.13","","-0.13%"
"12/27/2022","988.92","989.57","993.47","988.41","","0.13%"
"12/23/2022","987.65","987.32","992.21","984.58","","0.05%"
"12/22/2022","987.20","996.79","1,001.62","986.12","","-0.95%"
"12/21/2022","996.69","982.57","996.74","982.57","","1.71%"
"12/20/2022","979.93","979.77","982.99","973.87","","-0.39%"
"12/19/2022","983.81","982.68","988.16","982.68","","0.27%"
"12/16/2022","981.19","991.75","993.09","978.13","","-1.20%"
"12/15/2022","993.13","1,016.79","1,016.79","992.20","","-2.84%"
"12/14/2022","1,022.19","1,020.53","1,022.55","1,015.31","","-0.02%"
"12/13/2022","1,022.41","1,010.13","1,032.82","1,008.25","","1.29%"
"12/12/2022","1,009.34","1,011.43","1,011.69","1,006.31","","-0.49%"
"12/09/2022","1,014.30","1,007.94","1,014.71","1,004.61","","0.84%"
"12/08/2022","1,005.86","1,007.39","1,008.24","1,002.74","","-0.16%"
"12/07/2022","1,007.51","1,011.74","1,013.38","1,005.63","","-0.62%"
"12/06/2022","1,013.78","1,018.45","1,019.73","1,010.55","","-0.58%"
"12/05/2022","1,019.68","1,023.05","1,024.04","1,018.43","","-0.40%"
"12/02/2022","1,023.82","1,022.72","1,026.50","1,014.90","","-0.15%"
"12/01/2022","1,025.36","1,019.81","1,027.88","1,019.81","","0.91%"
"11/30/2022","1,016.07","1,011.38","1,018.58","1,011.38","","0.63%"
"11/29/2022","1,009.71","1,013.11","1,016.34","1,009.08","","-0.13%"
"11/28/2022","1,011.01","1,014.90","1,015.58","1,007.88","","-0.65%"
"11/25/2022","1,017.65","1,016.68","1,019.67","1,015.19","","-0.02%"
"11/24/2022","1,017.87","1,012.23","1,019.66","1,011.89","","0.49%"
"11/23/2022","1,012.91","1,007.25","1,013.76","1,005.38","","0.60%"
"11/22/2022","1,006.90","1,000.38","1,008.50","999.21","","0.73%"
"11/21/2022","999.62","999.14","1,002.66","996.93","","-0.04%"
"11/18/2022","1,000.00","992.40","1,001.19","991.92","","1.16%"
"11/17/2022","988.58","994.11","997.98","982.40","","-0.40%"
"11/16/2022","992.51","1,000.99","1,002.26","991.07","","-0.98%"
"11/15/2022","1,002.35","999.09","1,006.89","997.26","","0.37%"
"11/14/2022","998.65","998.23","1,005.10","997.56","","0.14%"
"11/11/2022","997.25","999.87","1,004.08","995.52","","0.09%"
"11/10/2022","996.38","967.23","997.77","965.59","","2.78%"
"11/09/2022","969.40","970.54","971.70","964.11","","-0.30%"
"11/08/2022","972.31","963.10","973.12","960.20","","0.78%"
"11/07/2022","964.78","959.96","968.00","956.33","","0.33%"
"11/04/2022","961.65","947.65","967.33","947.65","","1.82%"
"11/03/2022","944.50","948.31","948.31","936.19","","-0.92%"
"11/02/2022","953.27","957.66","961.22","952.64","","-0.30%"
"11/01/2022","956.10","953.10","964.88","953.10","","0.58%"
"10/31/2022","950.54","948.45","952.76","945.19","","0.36%"
"10/28/2022","947.12","942.04","947.47","935.37","","0.14%"
"10/27/2022","945.79","944.49","948.60","937.18","","-0.02%"
"10/26/2022","946.01","939.67","946.07","934.48","","0.67%"
"10/25/2022","939.73","928.71","939.84","924.95","","1.44%"
"10/24/2022","926.42","918.63","932.14","915.92","","1.40%"
"10/21/2022","913.60","915.76","916.84","901.65","","-0.62%"
"10/20/2022","919.31","915.19","922.22","910.32","","0.27%"
"10/19/2022","916.83","921.86","924.18","915.75","","-0.53%"
"10/18/2022","921.70","918.30","931.49","918.30","","0.34%"
"10/17/2022","918.57","903.17","922.27","900.02","","1.83%"
"10/14/2022","902.05","901.03","917.34","900.86","","0.56%"
"10/13/2022","897.05","887.74","898.89","875.31","","0.86%"
"10/12/2022","889.43","892.61","898.24","885.28","","-0.53%"
"10/11/2022","894.20","897.07","898.08","886.91","","-0.56%"
"10/10/2022","899.21","901.28","906.36","894.88","","-0.39%"
"10/07/2022","902.76","912.05","916.09","902.04","","-1.17%"
"10/06/2022","913.48","922.12","926.77","910.66","","-0.63%"
"10/05/2022","919.30","928.52","928.52","915.55","","-1.02%"
"10/04/2022","928.78","905.20","928.78","905.20","","3.12%"
"10/03/2022","900.66","890.52","901.78","879.26","","0.77%"
"09/30/2022","893.81","884.23","895.19","884.23","","1.30%"
"09/29/2022","882.37","896.22","896.22","875.80","","-1.65%"
"09/28/2022","897.15","891.41","897.81","877.13","","0.31%"
"09/27/2022","894.42","896.92","907.00","894.42","","-0.13%"
"09/26/2022","895.61","895.35","902.42","888.36","","-0.42%"
"09/23/2022","899.39","920.80","920.81","894.78","","-2.34%"
"09/22/2022","920.94","933.94","935.75","920.46","","-1.79%"
"09/21/2022","937.71","930.22","937.95","925.43","","0.92%"
"09/20/2022","929.13","940.32","948.36","927.81","","-1.09%"
"09/19/2022","939.36","940.47","942.32","930.65","","-0.09%"
"09/16/2022","940.18","950.75","950.75","939.58","","-1.58%"
"09/15/2022","955.23","960.98","966.58","953.53","","-0.65%"
"09/14/2022","961.50","968.73","968.97","957.51","","-0.86%"
"09/13/2022","969.84","985.49","991.34","969.84","","-1.55%"
"09/12/2022","985.08","968.07","986.88","968.07","","1.76%"
"09/09/2022","968.09","953.84","971.01","953.84","","1.52%"
"09/08/2022","953.63","951.00","955.23","940.18","","0.51%"
"09/07/2022","948.78","951.56","951.56","943.05","","-0.57%"
"09/06/2022","954.23","951.62","959.98","948.17","","0.24%"
"09/05/2022","951.95","956.12","956.12","939.77","","-0.62%"
"09/02/2022","957.91","941.59","958.36","941.59","","2.04%"
"09/01/2022","938.75","954.44","954.44","937.45","","-1.77%"
"08/31/2022","955.68","968.02","970.39","955.68","","-1.12%"
"08/30/2022","966.47","974.32","982.82","964.00","","-0.67%"
"08/29/2022","973.00","978.30","978.30","968.04","","-0.81%"
"08/26/2022","980.91","999.22","1,003.03","979.69","","-1.68%"
"08/25/2022","997.63","996.70","1,002.73","993.96","","0.32%"
"08/24/2022","994.41","992.07","996.35","986.16","","0.16%"
"08/23/2022","992.79","996.65","998.11","990.77","","-0.42%"
"08/22/2022","996.95","1,005.96","1,005.96","993.49","","-0.96%"
"08/19/2022","1,006.61","1,012.82","1,013.79","1,005.94","","-0.77%"
"08/18/2022","1,014.42","1,008.77","1,015.34","1,007.55","","0.45%"
"08/17/2022","1,009.84","1,020.60","1,022.19","1,008.43","","-0.91%"
"08/16/2022","1,019.11","1,019.03","1,022.31","1,016.34","","0.17%"
"08/15/2022","1,017.43","1,015.81","1,019.06","1,012.16","","0.34%"
"08/12/2022","1,013.99","1,013.20","1,017.19","1,010.90","","0.17%"
"08/11/2022","1,012.24","1,014.02","1,016.30","1,010.25","","0.15%"
"08/10/2022","1,010.73","1,001.16","1,011.64","996.91","","0.89%"
"08/09/2022","1,001.77","1,007.63","1,008.48","1,000.58","","-0.67%"
"08/08/2022","1,008.53","1,004.11","1,013.30","1,004.11","","0.74%"
"08/05/2022","1,001.10","1,008.88","1,009.61","999.64","","-0.76%"
"08/04/2022","1,008.76","1,006.64","1,015.10","1,006.42","","0.22%"
"08/03/2022","1,006.58","1,000.85","1,006.99","998.56","","0.51%"
"08/02/2022","1,001.45","1,002.27","1,003.40","995.58","","-0.32%"
"08/01/2022","1,004.64","1,005.02","1,010.23","1,003.82","","-0.19%"
"07/29/2022","1,006.52","995.68","1,008.18","995.68","","1.27%"
"07/28/2022","993.85","986.38","993.85","983.66","","1.10%"
"07/27/2022","983.07","979.89","985.66","979.69","","0.47%"
"07/26/2022","978.49","978.67","981.53","976.55","","-0.03%"
"07/25/2022","978.75","975.97","980.99","971.91","","0.13%"
"07/22/2022","977.50","974.23","982.43","971.59","","0.31%"
"07/21/2022","974.45","969.35","974.45","964.45","","0.45%"
"07/20/2022","970.12","972.54","977.30","966.30","","-0.21%"
"07/19/2022","972.18","955.57","973.23","951.98","","1.38%"
"07/18/2022","958.91","952.25","964.34","952.25","","0.94%"
"07/15/2022","949.97","935.33","950.46","933.30","","1.79%"
"07/14/2022","933.24","947.14","947.38","929.30","","-1.52%"
"07/13/2022","947.69","957.11","957.11","939.63","","-1.02%"
"07/12/2022","957.41","951.48","957.63","944.37","","0.49%"
"07/11/2022","952.78","952.75","955.46","943.16","","-0.50%"
"07/08/2022","957.60","952.40","958.47","947.20","","0.52%"
"07/07/2022","952.61","939.79","953.49","939.79","","1.90%"
"07/06/2022","934.81","923.01","939.17","923.01","","1.67%"
"07/05/2022","919.50","941.32","944.35","919.07","","-2.09%"
"07/04/2022","939.16","938.28","944.05","938.14","","0.54%"
"07/01/2022","934.10","931.27","939.52","923.71","","-0.01%"
"06/30/2022","934.23","945.15","945.15","927.53","","-1.50%"
"06/29/2022","948.44","951.22","951.22","940.52","","-0.66%"
"06/28/2022","954.74","954.39","961.64","954.09","","0.27%"
"06/27/2022","952.21","948.60","960.22","947.56","","0.52%"
"06/24/2022","947.24","924.32","947.89","924.32","","2.62%"
"06/23/2022","923.10","927.72","931.94","917.65","","-0.82%"
"06/22/2022","930.70","937.81","937.81","920.40","","-0.70%"
"06/21/2022","937.22","934.52","944.53","934.52","","0.37%"
"06/20/2022","933.76","925.14","933.76","922.24","","0.97%"
"06/17/2022","924.75","925.02","938.30","921.71","","0.09%"
"06/16/2022","923.89","946.17","946.17","922.03","","-2.46%"
"06/15/2022","947.23","935.80","952.27","934.61","","1.42%"
"06/14/2022","933.98","949.31","955.27","933.97","","-1.26%"
"06/13/2022","945.88","964.75","964.75","943.16","","-2.41%"
"06/10/2022","969.24","993.50","993.50","967.64","","-2.68%"
"06/09/2022","995.97","1,006.67","1,007.69","993.99","","-1.35%"
"06/08/2022","1,009.58","1,017.13","1,018.74","1,004.58","","-0.57%"
"06/07/2022","1,015.34","1,015.31","1,016.17","1,009.26","","-0.27%"
"06/06/2022","1,018.07","1,010.85","1,021.72","1,010.85","","0.92%"
"06/03/2022","1,008.75","1,014.07","1,016.27","1,007.84","","-0.26%"
"06/02/2022","1,011.36","1,007.47","1,012.07","1,007.47","","0.58%"
"06/01/2022","1,005.52","1,016.75","1,020.58","1,005.12","","-1.00%"
"05/31/2022","1,015.69","1,021.82","1,022.63","1,014.22","","-0.72%"
"05/30/2022","1,023.06","1,018.80","1,025.85","1,018.80","","0.62%"
"05/27/2022","1,016.74","1,004.45","1,017.05","1,003.96","","1.43%"
"05/26/2022","1,002.44","994.88","1,003.57","994.88","","0.79%"
"05/25/2022","994.55","991.48","998.04","987.37","","0.65%"
"05/24/2022","988.17","995.46","995.46","986.42","","-1.14%"
"05/23/2022","999.54","991.08","999.63","988.24","","1.35%"
"05/20/2022","986.21","982.05","996.33","982.05","","0.74%"
"05/19/2022","979.00","987.19","987.19","968.63","","-1.29%"
"05/18/2022","991.80","1,003.99","1,006.17","991.72","","-1.14%"
"05/17/2022","1,003.24","995.27","1,008.93","995.27","","1.24%"
"05/16/2022","990.92","988.13","992.04","982.41","","0.07%"
"05/13/2022","990.22","972.65","990.22","972.65","","2.17%"
"05/12/2022","969.17","967.72","973.37","952.89","","-0.70%"
"05/11/2022","976.00","962.85","976.00","957.44","","1.75%"
"05/10/2022","959.25","955.53","970.95","955.53","","0.70%"
"05/09/2022","952.62","977.93","980.08","952.62","","-2.87%"
"05/06/2022","980.74","996.09","996.09","973.79","","-1.85%"
"05/05/2022","999.19","1,012.70","1,024.76","997.37","","-0.66%"
"05/04/2022","1,005.82","1,017.17","1,018.03","1,005.82","","-1.08%"
"05/03/2022","1,016.78","1,013.96","1,019.85","1,010.90","","0.57%"
"05/02/2022","1,011.05","1,021.13","1,021.13","995.58","","-1.37%"
"04/29/2022","1,025.09","1,020.86","1,031.99","1,020.86","","0.77%"
"04/28/2022","1,017.27","1,014.64","1,024.69","1,010.42","","0.66%"
"04/27/2022","1,010.56","1,002.33","1,013.37","993.37","","0.77%"
"04/26/2022","1,002.87","1,016.38","1,022.20","1,002.87","","-0.86%"
"04/25/2022","1,011.62","1,021.91","1,021.91","1,007.14","","-1.79%"
"04/22/2022","1,030.02","1,041.85","1,041.85","1,030.01","","-1.78%"
"04/21/2022","1,048.69","1,044.83","1,054.47","1,044.46","","0.35%"
"04/20/2022","1,044.99","1,036.41","1,047.17","1,035.72","","0.84%"
"04/19/2022","1,036.31","1,040.00","1,040.00","1,029.14","","-0.70%"
"04/14/2022","1,043.63","1,037.22","1,044.82","1,035.47","","0.68%"
"04/13/2022","1,036.58","1,035.92","1,037.39","1,030.42","","0.03%"
"04/12/2022","1,036.28","1,036.23","1,039.21","1,024.93","","-0.34%"
"04/11/2022","1,039.77","1,042.10","1,046.15","1,036.34","","-0.53%"
"04/08/2022","1,045.36","1,036.25","1,046.36","1,036.25","","1.35%"
"04/07/2022","1,031.42","1,034.79","1,043.94","1,030.73","","-0.16%"
"04/06/2022","1,033.04","1,048.39","1,048.39","1,025.50","","-1.52%"
"04/05/2022","1,048.99","1,048.35","1,051.30","1,044.08","","0.19%"
"04/04/2022","1,046.96","1,040.55","1,048.02","1,036.10","","0.84%"
"04/01/2022","1,038.24","1,033.98","1,040.09","1,032.27","","0.55%"
"03/31/2022","1,032.53","1,042.16","1,045.71","1,032.53","","-0.92%"
"03/30/2022","1,042.10","1,046.04","1,046.04","1,036.67","","-0.40%"
"03/29/2022","1,046.29","1,032.60","1,050.13","1,032.60","","1.75%"
"03/28/2022","1,028.32","1,027.02","1,039.46","1,027.02","","0.15%"
"03/25/2022","1,026.78","1,026.21","1,033.08","1,023.18","","0.14%"
"03/24/2022","1,025.36","1,028.77","1,031.51","1,023.50","","-0.18%"
"03/23/2022","1,027.22","1,039.30","1,040.69","1,025.18","","-1.00%"
"03/22/2022","1,037.58","1,029.74","1,038.49","1,029.74","","0.86%"
"03/21/2022","1,028.74","1,028.07","1,031.85","1,026.58","","0.04%"
"03/18/2022","1,028.28","1,020.58","1,028.38","1,009.92","","0.91%"
"03/17/2022","1,018.96","1,015.91","1,021.08","1,009.63","","0.52%"
"03/16/2022","1,013.66","991.77","1,019.03","991.77","","3.08%"
"03/15/2022","983.37","979.50","986.30","964.58","","-0.28%"
"03/14/2022","986.13","976.33","992.96","976.33","","1.20%"
"03/11/2022","974.42","966.92","991.75","963.30","","0.95%"
"03/10/2022","965.23","982.30","982.54","958.55","","-1.60%"
"03/09/2022","980.89","944.71","980.89","944.71","","4.68%"
"03/08/2022","937.02","935.81","958.21","932.68","","-0.46%"
"03/07/2022","941.31","944.78","956.57","915.31","","-1.10%"
"03/04/2022","951.79","985.25","985.25","951.79","","-3.56%"
"03/03/2022","986.95","1,007.34","1,013.31","985.73","","-2.00%"
"03/02/2022","1,007.10","995.97","1,012.07","989.07","","0.90%"
"03/01/2022","998.11","1,022.09","1,024.62","998.11","","-2.37%"
"02/28/2022","1,022.33","1,017.34","1,022.98","1,004.03","","-0.09%"
"02/25/2022","1,023.28","994.18","1,023.64","994.18","","3.32%"
"02/24/2022","990.40","1,012.12","1,012.12","979.32","","-3.22%"
"02/23/2022","1,023.38","1,027.22","1,038.20","1,022.49","","-0.28%"
"02/22/2022","1,026.22","1,016.14","1,031.19","1,005.55","","0.07%"
"02/21/2022","1,025.51","1,041.47","1,045.40","1,019.32","","-1.30%"
"02/18/2022","1,039.04","1,047.69","1,051.59","1,037.02","","-0.80%"
"02/17/2022","1,047.46","1,055.31","1,057.69","1,043.76","","-0.66%"
"02/16/2022","1,054.37","1,055.68","1,060.61","1,050.24","","0.05%"
"02/15/2022","1,053.89","1,038.75","1,054.49","1,035.69","","1.43%"
"02/14/2022","1,039.01","1,051.44","1,051.44","1,026.71","","-1.83%"
"02/11/2022","1,058.41","1,059.72","1,062.71","1,051.38","","-0.57%"
"02/10/2022","1,064.45","1,067.80","1,072.35","1,058.76","","-0.21%"
"02/09/2022","1,066.66","1,051.88","1,068.40","1,051.88","","1.72%"
"02/08/2022","1,048.65","1,049.13","1,057.29","1,044.48","","0.01%"
"02/07/2022","1,048.52","1,045.59","1,051.09","1,039.20","","0.68%"
"02/04/2022","1,041.45","1,056.48","1,061.28","1,038.81","","-1.38%"
"02/03/2022","1,056.06","1,073.77","1,073.77","1,055.49","","-1.76%"
"02/02/2022","1,074.94","1,074.55","1,079.18","1,074.48","","0.45%"
"02/01/2022","1,070.10","1,060.24","1,072.08","1,060.24","","1.27%"
"01/31/2022","1,056.63","1,054.99","1,062.09","1,051.51","","0.72%"
"01/28/2022","1,049.12","1,058.24","1,058.52","1,037.10","","-1.02%"
"01/27/2022","1,059.88","1,047.80","1,064.63","1,037.62","","0.65%"
"01/26/2022","1,053.07","1,039.54","1,059.38","1,039.54","","1.68%"
"01/25/2022","1,035.67","1,034.00","1,041.12","1,027.54","","0.71%"
"01/24/2022","1,028.39","1,065.68","1,067.12","1,024.26","","-3.80%"
"01/21/2022","1,069.02","1,081.85","1,081.85","1,061.16","","-1.84%"
"01/20/2022","1,089.07","1,084.69","1,089.19","1,079.06","","0.51%"
"01/19/2022","1,083.52","1,078.98","1,089.89","1,074.50","","0.23%"
"01/18/2022","1,081.01","1,089.73","1,089.73","1,075.90","","-0.98%"
"01/17/2022","1,091.67","1,086.16","1,093.17","1,085.14","","0.70%"
"01/14/2022","1,084.11","1,091.93","1,091.93","1,082.97","","-1.01%"
"01/13/2022","1,095.13","1,094.29","1,098.27","1,091.30","","-0.02%"
"01/12/2022","1,095.38","1,093.00","1,097.58","1,089.55","","0.65%"
"01/11/2022","1,088.34","1,083.14","1,092.58","1,083.14","","0.84%"
"01/10/2022","1,079.24","1,098.49","1,099.90","1,076.66","","-1.48%"
"01/07/2022","1,095.41","1,099.28","1,099.81","1,090.67","","-0.39%"
"01/06/2022","1,099.68","1,107.84","1,107.84","1,095.44","","-1.25%"
"01/05/2022","1,113.59","1,112.80","1,115.67","1,111.26","","0.07%"
"01/04/2022","1,112.84","1,108.52","1,116.08","1,108.52","","0.82%"
"01/03/2022","1,103.75","1,099.90","1,106.99","1,099.90","","0.46%"
"12/31/2021","1,098.69","1,100.89","1,100.89","1,098.03","","-0.19%"
"12/30/2021","1,100.73","1,099.48","1,103.59","1,099.27","","0.15%"
"12/29/2021","1,099.06","1,101.09","1,103.83","1,095.64","","-0.11%"
"12/28/2021","1,100.24","1,094.23","1,101.10","1,094.07","","0.62%"
"12/27/2021","1,093.44","1,085.39","1,094.40","1,084.08","","0.62%"
"12/24/2021","1,086.73","1,087.54","1,088.45","1,086.33","","-0.10%"
"12/23/2021","1,087.85","1,078.73","1,088.62","1,078.56","","0.98%"
"12/22/2021","1,077.25","1,069.13","1,077.25","1,066.99","","0.92%"
"12/21/2021","1,067.40","1,056.73","1,067.40","1,056.73","","1.42%"
"12/20/2021","1,052.44","1,059.87","1,059.87","1,039.93","","-1.38%"
"12/17/2021","1,067.19","1,071.08","1,072.01","1,060.06","","-0.56%"
"12/16/2021","1,073.17","1,067.22","1,078.75","1,067.22","","1.24%"
"12/15/2021","1,060.07","1,058.50","1,063.17","1,057.99","","0.26%"
"12/14/2021","1,057.36","1,068.54","1,072.72","1,057.28","","-0.84%"
"12/13/2021","1,066.31","1,072.51","1,078.36","1,065.74","","-0.42%"
"12/10/2021","1,070.82","1,071.74","1,076.11","1,068.51","","-0.30%"
"12/09/2021","1,074.04","1,077.81","1,078.57","1,071.45","","-0.08%"
"12/08/2021","1,074.87","1,080.22","1,086.75","1,074.77","","-0.59%"
"12/07/2021","1,081.21","1,060.54","1,081.87","1,060.54","","2.45%"
"12/06/2021","1,055.39","1,045.53","1,057.06","1,043.73","","1.28%"
"12/03/2021","1,042.01","1,050.48","1,056.02","1,038.62","","-0.57%"
"12/02/2021","1,048.00","1,054.80","1,054.80","1,041.12","","-1.13%"
"12/01/2021","1,060.03","1,044.85","1,062.24","1,044.85","","1.71%"
"11/30/2021","1,042.17","1,046.39","1,051.89","1,034.47","","-0.91%"
"11/29/2021","1,051.73","1,050.67","1,059.09","1,049.55","","0.69%"
"11/26/2021","1,044.53","1,066.91","1,066.91","1,043.74","","-3.67%"
"11/25/2021","1,084.30","1,081.54","1,085.84","1,080.83","","0.44%"
"11/24/2021","1,079.52","1,079.47","1,084.32","1,072.54","","0.09%"
"11/23/2021","1,078.54","1,088.36","1,088.36","1,075.56","","-1.28%"
"11/22/2021","1,092.51","1,096.00","1,098.48","1,091.36","","-0.11%"
"11/19/2021","1,093.68","1,098.00","1,102.06","1,091.27","","-0.33%"
"11/18/2021","1,097.32","1,102.19","1,103.68","1,095.62","","-0.45%"
"11/17/2021","1,102.24","1,101.38","1,103.67","1,100.54","","0.14%"
"11/16/2021","1,100.70","1,101.34","1,103.36","1,099.58","","0.17%"
"11/15/2021","1,098.79","1,094.04","1,098.79","1,093.09","","0.35%"
"11/12/2021","1,094.92","1,092.17","1,095.20","1,090.83","","0.30%"
"11/11/2021","1,091.61","1,087.26","1,092.26","1,085.73","","0.34%"
"11/10/2021","1,087.96","1,086.57","1,088.47","1,083.10","","0.22%"
"11/09/2021","1,085.62","1,085.85","1,090.94","1,084.57","","-0.18%"
"11/08/2021","1,087.63","1,086.56","1,089.55","1,086.18","","0.03%"
"11/05/2021","1,087.26","1,085.37","1,091.06","1,085.17","","0.05%"
"11/04/2021","1,086.73","1,084.47","1,088.56","1,084.47","","0.43%"
"11/03/2021","1,082.12","1,078.08","1,082.12","1,076.90","","0.35%"
"11/02/2021","1,078.30","1,074.46","1,078.71","1,073.30","","0.15%"
"11/01/2021","1,076.73","1,069.99","1,078.42","1,069.99","","0.71%"
"10/29/2021","1,069.18","1,067.35","1,069.35","1,059.33","","0.09%"
"10/28/2021","1,068.26","1,065.02","1,068.28","1,063.59","","0.25%"
"10/27/2021","1,065.61","1,068.51","1,068.75","1,064.00","","-0.36%"
"10/26/2021","1,069.41","1,061.77","1,070.14","1,061.77","","0.75%"
"10/25/2021","1,061.49","1,061.36","1,062.80","1,059.35","","0.07%"
"10/22/2021","1,060.73","1,056.40","1,063.97","1,056.40","","0.47%"
"10/21/2021","1,055.82","1,054.97","1,057.43","1,049.98","","-0.07%"
"10/20/2021","1,056.57","1,052.07","1,057.39","1,049.82","","0.32%"
"10/19/2021","1,053.23","1,050.99","1,053.77","1,050.00","","0.33%"
"10/18/2021","1,049.76","1,053.94","1,053.94","1,045.74","","-0.48%"
"10/15/2021","1,054.87","1,048.84","1,055.16","1,048.32","","0.74%"
"10/14/2021","1,047.07","1,037.47","1,048.05","1,037.47","","1.21%"
"10/13/2021","1,034.58","1,026.83","1,036.15","1,022.93","","0.70%"
"10/12/2021","1,027.42","1,024.71","1,029.05","1,016.08","","-0.07%"
"10/11/2021","1,028.15","1,027.21","1,028.20","1,021.56","","0.05%"
