"Date","Price","Open","High","Low","Vol.","Change %"
"03/21/2016","660.57","659.60","666.07","656.71","","-0.22%"
"03/18/2016","662.05","660.37","663.47","657.41","","0.33%"
"03/17/2016","659.86","661.68","662.98","648.38","","-0.04%"
"03/16/2016","660.15","659.96","662.90","655.79","","0.04%"
"03/15/2016","659.86","664.44","664.44","658.37","","-1.10%"
"03/14/2016","667.21","663.92","670.01","663.92","","0.71%"
"03/11/2016","662.51","650.05","662.67","650.05","","2.62%"
"03/10/2016","645.61","657.39","672.97","645.61","","-1.64%"
"03/09/2016","656.35","654.68","661.52","653.73","","0.49%"
"03/08/2016","653.14","657.53","658.57","650.65","","-1.00%"
"03/07/2016","659.77","660.74","662.57","654.98","","-0.26%"
"03/04/2016","661.46","657.50","665.08","656.22","","0.70%"
"03/03/2016","656.85","659.68","660.09","654.76","","-0.35%"
"03/02/2016","659.16","656.88","660.60","653.65","","0.66%"
"03/01/2016","654.81","645.23","655.10","642.62","","1.44%"
"02/29/2016","645.53","638.59","645.93","633.06","","0.72%"
"02/26/2016","640.92","634.11","644.18","634.11","","1.53%"
"02/25/2016","631.25","621.61","633.69","621.61","","2.07%"
"02/24/2016","618.47","631.53","631.53","615.12","","-2.31%"
"02/23/2016","633.07","639.39","640.93","632.54","","-1.22%"
"02/22/2016","640.86","632.18","642.02","632.18","","1.67%"
"02/19/2016","630.32","633.87","636.81","625.89","","-0.77%"
"02/18/2016","635.22","636.08","641.40","631.28","","0.12%"
"02/17/2016","634.48","618.41","634.55","618.41","","2.62%"
"02/16/2016","618.26","622.85","625.74","614.87","","-0.43%"
"02/15/2016","620.94","609.75","623.08","609.75","","2.99%"
"02/12/2016","602.89","589.64","602.89","589.64","","2.91%"
"02/11/2016","585.84","605.12","605.12","583.94","","-3.66%"
"02/10/2016","608.10","598.63","614.27","596.25","","1.88%"
"02/09/2016","596.89","607.09","610.70","590.57","","-1.58%"
"02/08/2016","606.47","630.42","632.33","604.31","","-3.54%"
"02/05/2016","628.72","633.35","638.84","627.68","","-0.87%"
"02/04/2016","634.24","637.77","642.33","626.33","","-0.18%"
"02/03/2016","635.39","645.44","646.34","628.80","","-1.54%"
"02/02/2016","645.34","657.96","657.96","642.06","","-2.05%"
"02/01/2016","658.88","662.48","663.65","652.19","","-0.18%"
"01/29/2016","660.10","650.12","660.10","648.89","","2.20%"
"01/28/2016","645.86","655.15","658.24","641.79","","-1.57%"
"01/27/2016","656.15","653.16","656.15","647.71","","0.33%"
"01/26/2016","653.97","643.00","655.18","635.25","","0.87%"
"01/25/2016","648.32","653.56","654.74","645.59","","-0.62%"
"01/22/2016","652.34","637.65","656.54","637.65","","3.00%"
"01/21/2016","633.35","621.76","636.65","620.21","","1.94%"
"01/20/2016","621.28","633.81","633.81","617.76","","-3.20%"
"01/19/2016","641.80","638.36","648.60","638.36","","1.31%"
"01/18/2016","633.52","636.24","643.56","630.56","","-0.36%"
"01/15/2016","635.83","653.26","655.03","632.14","","-2.82%"
"01/14/2016","654.30","661.08","661.08","642.41","","-1.51%"
"01/13/2016","664.33","665.62","673.87","661.61","","0.41%"
"01/12/2016","661.61","654.65","668.26","653.57","","0.89%"
"01/11/2016","655.76","656.43","664.00","655.67","","-0.33%"
"01/08/2016","657.91","668.01","673.65","657.91","","-1.49%"
"01/07/2016","667.85","677.40","677.40","658.12","","-2.21%"
"01/06/2016","682.92","690.80","690.80","678.49","","-1.26%"
"01/05/2016","691.65","690.01","694.77","684.06","","0.62%"
"01/04/2016","687.38","704.37","704.37","683.85","","-2.50%"
"12/31/2015","705.00","708.33","708.33","704.60","","-0.51%"
"12/30/2015","708.62","711.46","711.96","708.00","","-0.54%"
"12/29/2015","712.44","703.94","712.44","703.94","","1.43%"
"12/28/2015","702.42","705.55","706.26","701.08","","-0.49%"
"12/24/2015","705.87","705.41","706.48","704.30","","-0.02%"
"12/23/2015","706.03","692.40","706.92","692.40","","2.67%"
"12/22/2015","687.67","690.09","693.60","684.87","","-0.08%"
"12/21/2015","688.23","694.26","701.69","688.23","","-1.11%"
"12/18/2015","695.94","700.68","702.73","693.98","","-1.01%"
"12/17/2015","703.02","700.17","710.19","700.17","","1.25%"
"12/16/2015","694.36","692.96","699.41","690.73","","0.24%"
"12/15/2015","692.72","675.25","693.92","675.25","","2.87%"
"12/14/2015","673.37","687.35","692.35","673.21","","-1.76%"
"12/11/2015","685.42","698.22","698.30","683.47","","-2.04%"
"12/10/2015","699.71","699.51","703.16","695.24","","-0.26%"
"12/09/2015","701.54","704.82","707.65","698.11","","-0.42%"
"12/08/2015","704.53","716.73","716.73","701.73","","-1.81%"
"12/07/2015","717.49","716.11","725.21","716.11","","0.51%"
"12/04/2015","713.82","716.59","716.59","707.90","","-0.41%"
"12/03/2015","716.74","739.04","746.26","716.74","","-3.14%"
"12/02/2015","739.94","740.65","744.82","739.57","","-0.02%"
"12/01/2015","740.06","744.13","745.95","737.51","","-0.31%"
"11/30/2015","742.33","738.53","744.05","735.03","","0.46%"
"11/27/2015","738.95","738.61","741.29","734.93","","-0.18%"
"11/26/2015","740.28","733.69","740.45","733.31","","0.94%"
"11/25/2015","733.38","723.27","735.35","722.82","","1.39%"
"11/24/2015","723.36","730.95","730.95","717.53","","-1.25%"
"11/23/2015","732.48","734.35","734.41","728.77","","-0.37%"
"11/20/2015","735.17","735.49","737.84","731.58","","0.22%"
"11/19/2015","733.57","732.80","738.93","732.37","","0.46%"
"11/18/2015","730.21","729.92","730.84","725.70","","-0.13%"
"11/17/2015","731.15","717.72","731.15","717.72","","2.49%"
"11/16/2015","713.37","708.33","714.96","705.36","","0.30%"
"11/13/2015","711.21","715.68","716.24","706.84","","-0.81%"
"11/12/2015","717.02","727.95","730.93","715.61","","-1.58%"
"11/11/2015","728.50","723.76","732.10","723.76","","0.65%"
"11/10/2015","723.81","724.14","726.02","718.25","","0.11%"
"11/09/2015","723.05","730.74","731.95","722.64","","-1.07%"
"11/06/2015","730.88","727.13","734.85","723.58","","0.32%"
"11/05/2015","728.58","732.05","734.07","727.34","","-0.37%"
"11/04/2015","731.32","729.59","735.68","729.59","","0.51%"
"11/03/2015","727.64","725.04","727.64","722.36","","0.43%"
"11/02/2015","724.50","719.77","726.34","717.08","","0.34%"
"10/30/2015","722.01","723.10","724.88","717.48","","-0.06%"
"10/29/2015","722.46","725.20","725.56","718.55","","-0.02%"
"10/28/2015","722.58","715.09","723.34","714.37","","1.06%"
"10/27/2015","714.99","721.63","721.63","714.99","","-1.07%"
"10/26/2015","722.71","724.54","726.58","721.03","","-0.39%"
"10/23/2015","725.52","714.97","727.85","714.97","","1.99%"
"10/22/2015","711.36","696.21","712.38","694.75","","2.07%"
"10/21/2015","696.92","696.75","699.74","691.75","","-0.01%"
"10/20/2015","696.99","700.05","701.31","693.85","","-0.43%"
"10/19/2015","699.97","697.65","703.48","697.11","","0.31%"
"10/16/2015","697.81","695.27","700.77","695.27","","0.59%"
"10/15/2015","693.69","685.72","694.66","685.72","","1.46%"
"10/14/2015","683.73","687.54","689.36","681.22","","-0.74%"
"10/13/2015","688.84","694.94","694.94","684.08","","-0.91%"
"10/12/2015","695.17","697.54","699.49","693.21","","-0.28%"
"10/09/2015","697.15","698.77","701.93","696.29","","0.33%"
"10/08/2015","694.83","692.19","695.79","689.60","","0.20%"
"10/07/2015","693.43","695.07","700.91","691.73","","0.15%"
"10/06/2015","692.41","688.86","695.68","683.81","","0.58%"
"10/05/2015","688.43","673.97","689.24","673.97","","3.02%"
